id,split,origin,u,n_comp
alpaca_11663,train,alpaca,-2.2340049623661895,16
alpaca_11712,train,alpaca,0.7885220752815589,16
alpaca_11769,train,alpaca,1.0968566425933948,16
alpaca_11790,train,alpaca,2.6920806054248434,16
alpaca_11820,train,alpaca,0.8417605710321462,16
alpaca_11836,train,alpaca,-0.9211001447561095,16
alpaca_11846,train,alpaca,0.5778369614653813,16
alpaca_11853,train,alpaca,1.6409613861538157,16
alpaca_11865,train,alpaca,-1.5968404520563912,16
alpaca_11867,train,alpaca,2.11881453071307,16
alpaca_11869,train,alpaca,-0.022865456800022693,16
alpaca_11911,train,alpaca,-2.2957195157291115,14
alpaca_11945,train,alpaca,-0.3541814589113265,16
alpaca_11991,train,alpaca,-0.34893060474119886,16
alpaca_12,train,alpaca,1.5551154234745157,16
alpaca_12015,train,alpaca,-0.410307609573472,16
alpaca_12019,train,alpaca,-1.5519097592951976,16
alpaca_12029,train,alpaca,1.9762848271252447,16
alpaca_1208,train,alpaca,0.2294892165954258,16
alpaca_12095,train,alpaca,-0.8450360167727641,16
alpaca_1210,train,alpaca,-2.6074491615747086,16
alpaca_12127,train,alpaca,0.27128804103695875,16
alpaca_12146,train,alpaca,0.21287206794787514,16
alpaca_12174,train,alpaca,-0.0836690154295585,16
alpaca_12224,train,alpaca,-1.329345009514781,16
alpaca_12246,train,alpaca,-0.9210826515970258,16
alpaca_12269,train,alpaca,-1.2777615355284684,16
alpaca_12282,train,alpaca,-0.532410770280601,16
alpaca_12300,train,alpaca,0.28327634724591644,16
alpaca_12326,train,alpaca,-2.9294612430509233,16
alpaca_12327,train,alpaca,-0.08271942772864951,16
alpaca_12336,train,alpaca,-1.0214141484834356,16
alpaca_12378,train,alpaca,0.5133347106543529,16
alpaca_12424,train,alpaca,0.9715662307720669,16
alpaca_12426,train,alpaca,1.1215755887020042,16
alpaca_12427,train,alpaca,0.13155034845221752,16
alpaca_12445,train,alpaca,3.4287057216177073,16
alpaca_1248,train,alpaca,-0.4970022998483266,16
alpaca_12499,train,alpaca,-1.549845450640152,16
alpaca_12517,train,alpaca,-2.6744030323260675,16
alpaca_12520,train,alpaca,0.4455306412225846,16
alpaca_12533,train,alpaca,1.7138608150103987,16
alpaca_12558,train,alpaca,-0.6395909632065558,16
alpaca_12572,train,alpaca,-1.0799742424524745,16
alpaca_12583,train,alpaca,0.8093106543665564,16
alpaca_12621,train,alpaca,2.2685602524571715,16
alpaca_12687,train,alpaca,-0.34332708268761036,16
alpaca_12698,train,alpaca,0.6965513140835318,16
alpaca_12719,train,alpaca,0.506753674092165,16
alpaca_1272,train,alpaca,2.9938098194414797,16
alpaca_1273,train,alpaca,-1.7391751991182633,16
alpaca_12730,train,alpaca,0.6981290566592692,16
alpaca_12775,train,alpaca,-2.3623889371269424,16
alpaca_12805,train,alpaca,0.697634891316993,16
alpaca_1281,train,alpaca,-0.1175494905179795,16
alpaca_12863,train,alpaca,-1.9891494562406193,16
alpaca_12890,train,alpaca,-0.46303195223402394,16
alpaca_12949,train,alpaca,0.6078751611528669,16
alpaca_12961,train,alpaca,1.8559282840561102,16
alpaca_12983,train,alpaca,0.6781783570664278,16
alpaca_12997,train,alpaca,2.0066001006234973,14
alpaca_13000,train,alpaca,-1.9535443525458187,16
alpaca_13064,train,alpaca,-0.3051608827369301,16
alpaca_13088,train,alpaca,0.24988074920708855,16
alpaca_13092,train,alpaca,0.33711393967670084,16
alpaca_13145,train,alpaca,-1.8069575479222038,16
alpaca_13214,train,alpaca,-1.0725214581476072,16
alpaca_1322,train,alpaca,0.7695207655957916,16
alpaca_13279,train,alpaca,-0.2743156515082383,16
alpaca_13306,train,alpaca,-0.2845605817619948,16
alpaca_13318,train,alpaca,-1.23848849111376,14
alpaca_13344,train,alpaca,-1.4116795496458077,16
alpaca_13351,train,alpaca,2.8106742772513287,16
alpaca_13365,train,alpaca,0.5369433869059025,16
alpaca_13422,train,alpaca,-1.7746512719381284,16
alpaca_13442,train,alpaca,-0.7981856921689456,16
alpaca_13471,train,alpaca,0.8535713298737863,16
alpaca_13489,train,alpaca,0.3215131245189832,16
alpaca_13507,train,alpaca,1.3383033157830013,16
alpaca_13550,train,alpaca,-1.203040775242769,16
alpaca_13554,train,alpaca,-0.5270635318332495,16
alpaca_1356,train,alpaca,-1.2932427914020412,16
alpaca_13576,train,alpaca,-0.49082605835383647,16
alpaca_13637,train,alpaca,-1.640959653617765,16
alpaca_13646,train,alpaca,0.39074938697466655,16
alpaca_1368,train,alpaca,0.9947457170699803,16
alpaca_13680,train,alpaca,1.0267421694320562,16
alpaca_13725,train,alpaca,2.289179233009317,16
alpaca_13728,train,alpaca,-0.423642348073322,16
alpaca_13809,train,alpaca,-0.9645059129405428,16
alpaca_13818,train,alpaca,0.5313169505049695,16
alpaca_13872,train,alpaca,-1.3379440632809247,16
alpaca_1390,train,alpaca,0.4343842413891443,16
alpaca_13951,train,alpaca,1.3660188100883266,16
alpaca_13959,train,alpaca,-1.426028401018811,16
alpaca_13966,train,alpaca,2.1229809835430373,16
alpaca_13975,train,alpaca,-1.377088571674336,16
alpaca_13994,train,alpaca,1.2252791656912236,16
alpaca_13996,train,alpaca,0.9461898420473096,16
alpaca_14000,train,alpaca,-1.8307629800352554,16
alpaca_14021,train,alpaca,-0.8885704633775422,16
alpaca_14052,train,alpaca,-2.0627202234998174,16
alpaca_14058,train,alpaca,-0.1956791691918077,16
alpaca_14145,train,alpaca,-0.374818690405531,16
alpaca_14176,train,alpaca,0.36580140050301246,16
alpaca_14198,train,alpaca,0.056773968452216064,16
alpaca_14206,train,alpaca,-0.22109502319712973,16
alpaca_14227,train,alpaca,-1.3862931879805298,16
alpaca_14243,train,alpaca,-0.44440797861790254,16
alpaca_14256,train,alpaca,-0.7729183024202445,16
alpaca_14272,train,alpaca,3.194626204451386,16
alpaca_14298,train,alpaca,0.9355919709805632,16
alpaca_14306,train,alpaca,-1.1222972656516756,16
alpaca_14312,train,alpaca,-0.2194599950231819,16
alpaca_14319,train,alpaca,2.975879642643347,16
alpaca_14331,train,alpaca,-0.5322533479995275,16
alpaca_14346,train,alpaca,-0.5810732896539311,16
alpaca_14355,train,alpaca,0.2265409345167322,16
alpaca_14364,train,alpaca,1.4517311630026417,16
alpaca_14387,train,alpaca,1.656378776643774,16
alpaca_14473,train,alpaca,0.40800770277428133,16
alpaca_14480,train,alpaca,0.7925014896497861,16
alpaca_14542,train,alpaca,-1.3999522389082488,14
alpaca_14576,train,alpaca,0.8259369565045206,16
alpaca_14625,train,alpaca,-0.19632453772899805,16
alpaca_14630,train,alpaca,2.5851329899370317,16
alpaca_14671,train,alpaca,-0.36464191690203973,16
alpaca_14683,train,alpaca,1.2509756589734078,16
alpaca_14795,train,alpaca,0.18655981325205157,16
alpaca_14800,train,alpaca,0.7770795715374788,16
alpaca_1492,train,alpaca,-0.5952230478172656,16
alpaca_1514,train,alpaca,1.6841077450745796,16
alpaca_1629,train,alpaca,-2.570483094522965,16
alpaca_1715,train,alpaca,-0.8266216621730568,16
alpaca_1723,train,alpaca,2.255210844499545,16
alpaca_1727,train,alpaca,-0.35349494873201,16
alpaca_1738,train,alpaca,-1.87060967438899,16
alpaca_1749,train,alpaca,-0.27910643475534186,16
alpaca_1796,train,alpaca,1.2930889620470385,16
alpaca_1872,train,alpaca,2.396531766261018,16
alpaca_1875,train,alpaca,-0.28558785544054016,16
alpaca_1947,train,alpaca,-0.8272254346710602,16
alpaca_199,train,alpaca,0.8871210504427594,16
alpaca_2008,train,alpaca,0.37580052584756835,16
alpaca_2023,train,alpaca,-0.9364539399678696,16
alpaca_2071,train,alpaca,1.2184254658680298,16
alpaca_2094,train,alpaca,0.04255777144407406,16
alpaca_2108,train,alpaca,-1.5364540574558028,16
alpaca_2130,train,alpaca,3.506846220796776,16
alpaca_2133,train,alpaca,-1.2728523653483275,16
alpaca_2162,train,alpaca,-0.5821315555501296,16
alpaca_2194,train,alpaca,-1.6836310184463898,16
alpaca_2212,train,alpaca,0.2556714940458793,16
alpaca_2219,train,alpaca,0.5999877505895611,16
alpaca_2223,train,alpaca,2.2388459527618467,16
alpaca_2224,train,alpaca,-0.7107660007376689,16
alpaca_2302,train,alpaca,1.6212061427874593,16
alpaca_2324,train,alpaca,1.337585667158262,16
alpaca_2377,train,alpaca,-0.1906502692870877,16
alpaca_2383,train,alpaca,1.8523270444285842,16
alpaca_248,train,alpaca,-0.6340505805258655,16
alpaca_2486,train,alpaca,3.0979668654039427,16
alpaca_2519,train,alpaca,0.3474394752770333,16
alpaca_253,train,alpaca,0.7526468097901651,16
alpaca_2540,train,alpaca,0.18265962797630425,16
alpaca_2634,train,alpaca,-0.6685645279090436,16
alpaca_2670,train,alpaca,-0.41287096326211287,16
alpaca_2680,train,alpaca,-0.05408062230008368,16
alpaca_2721,train,alpaca,1.0151189837579668,16
alpaca_2739,train,alpaca,-2.131124429027282,16
alpaca_2754,train,alpaca,0.5033479496909161,16
alpaca_2807,train,alpaca,0.2924158909789024,16
alpaca_2814,train,alpaca,-0.35337775010135863,16
alpaca_2821,train,alpaca,-0.03920250541301846,16
alpaca_2827,train,alpaca,0.34111735998351267,16
alpaca_2934,train,alpaca,-0.23228695682092065,16
alpaca_2953,train,alpaca,3.280337541955407,16
alpaca_2958,train,alpaca,1.0737141909308927,16
alpaca_3011,train,alpaca,-0.5509636471159548,16
alpaca_3086,train,alpaca,0.6882933979138068,14
alpaca_309,train,alpaca,1.3468783967953217,14
alpaca_3103,train,alpaca,0.022099110022221997,16
alpaca_3105,train,alpaca,0.2941545403841327,16
alpaca_3113,train,alpaca,-0.5447814552854857,16
alpaca_3131,train,alpaca,0.7005374791431636,16
alpaca_3140,train,alpaca,-1.1315789208776512,16
alpaca_3177,train,alpaca,-1.602143354791265,16
alpaca_318,train,alpaca,0.9441885745558237,16
alpaca_3209,train,alpaca,-1.1182213290988625,16
alpaca_3210,train,alpaca,1.2426827498199586,16
alpaca_3242,train,alpaca,1.2600554956319676,16
alpaca_3250,train,alpaca,-1.5853297626444793,16
alpaca_3295,train,alpaca,0.5024638547474582,16
alpaca_3303,train,alpaca,-0.8462538690476915,16
alpaca_3327,train,alpaca,-1.2736888303330776,16
alpaca_3350,train,alpaca,0.7965315486583162,16
alpaca_3371,train,alpaca,0.6084948889097572,16
alpaca_338,train,alpaca,2.1603313193066565,16
alpaca_3418,train,alpaca,0.32691756442424286,16
alpaca_3434,train,alpaca,0.46940357710611835,16
alpaca_3436,train,alpaca,-0.5338527283171549,16
alpaca_347,train,alpaca,-0.03857680623356374,16
alpaca_3496,train,alpaca,-0.21180990656714724,16
alpaca_3505,train,alpaca,0.5434131872028862,16
alpaca_3522,train,alpaca,0.3549302510646972,16
alpaca_3532,train,alpaca,0.19200016924078317,16
alpaca_3548,train,alpaca,-0.4082546248295281,16
alpaca_3577,train,alpaca,1.3405695130229993,16
alpaca_3602,train,alpaca,0.3595054604691595,16
alpaca_3606,train,alpaca,1.6826195020977948,16
alpaca_3635,train,alpaca,-0.7339466905699856,16
alpaca_3665,train,alpaca,-0.36019279599197745,16
alpaca_3683,train,alpaca,-0.8018549870826323,16
alpaca_3698,train,alpaca,-0.08906851001955725,16
alpaca_3729,train,alpaca,-1.3165302077092853,16
alpaca_376,train,alpaca,-0.30550832329355976,16
alpaca_3819,train,alpaca,0.09025340218838934,16
alpaca_3851,train,alpaca,-1.7385181580306865,16
alpaca_3870,train,alpaca,0.6269884893416445,16
alpaca_3871,train,alpaca,1.013616087998095,16
alpaca_3889,train,alpaca,-0.10602541465913409,16
alpaca_3922,train,alpaca,0.4945442501164609,16
alpaca_3925,train,alpaca,1.7452930909897613,16
alpaca_3936,train,alpaca,-1.0238163787378383,16
alpaca_4,train,alpaca,-0.570965756152758,16
alpaca_4018,train,alpaca,-0.888804288962188,16
alpaca_4020,train,alpaca,1.2112797973261336,16
alpaca_4039,train,alpaca,0.590012341258103,16
alpaca_4063,train,alpaca,-0.11995872052655537,16
alpaca_4094,train,alpaca,-1.6131927213174164,16
alpaca_4104,train,alpaca,1.1708608991821399,16
alpaca_411,train,alpaca,0.8600276532346843,16
alpaca_4186,train,alpaca,0.12439402972169755,16
alpaca_4203,train,alpaca,1.4611197011761854,16
alpaca_4236,train,alpaca,-0.25748644424201456,16
alpaca_4247,train,alpaca,0.7146055756927804,16
alpaca_4266,train,alpaca,1.0133544118843296,16
alpaca_4366,train,alpaca,-0.4912395379535248,16
alpaca_4367,train,alpaca,-1.3550370901490723,16
alpaca_4379,train,alpaca,-1.1924094559782732,16
alpaca_4424,train,alpaca,-0.6363072539700924,16
alpaca_4439,train,alpaca,1.3243394972152687,16
alpaca_4445,train,alpaca,0.10171014331788081,16
alpaca_4453,train,alpaca,0.7730725490533598,16
alpaca_4458,train,alpaca,1.788123393494913,16
alpaca_4472,train,alpaca,0.6175083739619999,16
alpaca_45,train,alpaca,-0.5247382116599845,16
alpaca_4508,train,alpaca,-0.3128563240770851,16
alpaca_4545,train,alpaca,-0.719345127797091,16
alpaca_4559,train,alpaca,-0.24495764905860598,16
alpaca_4643,train,alpaca,2.1864691292995015,16
alpaca_4683,train,alpaca,1.3826725613129769,16
alpaca_4690,train,alpaca,3.2921294531660537,16
alpaca_4692,train,alpaca,2.323356182888619,16
alpaca_4702,train,alpaca,0.35609472562021105,16
alpaca_4724,train,alpaca,-0.44161073384398514,16
alpaca_4751,train,alpaca,-0.6792500672119899,16
alpaca_4821,train,alpaca,1.6707414261359295,16
alpaca_4831,train,alpaca,-0.711357232022988,16
alpaca_4834,train,alpaca,0.5149279866012173,16
alpaca_4853,train,alpaca,1.1738827710483564,16
alpaca_4978,train,alpaca,0.1845349879463161,16
alpaca_4988,train,alpaca,2.3747853833088977,16
alpaca_5030,train,alpaca,-0.42549221608397986,16
alpaca_5041,train,alpaca,0.6789417283803513,16
alpaca_5068,train,alpaca,-0.7257837340979617,16
alpaca_512,train,alpaca,1.10047699947733,16
alpaca_5131,train,alpaca,0.16682880696274988,16
alpaca_5133,train,alpaca,0.8807279743547762,16
alpaca_5160,train,alpaca,0.23632230598296194,16
alpaca_517,train,alpaca,-0.45370512301130517,16
alpaca_5180,train,alpaca,-0.26546540757351134,16
alpaca_5184,train,alpaca,-1.5307873345627816,16
alpaca_5191,train,alpaca,0.15125694407592424,16
alpaca_5196,train,alpaca,-0.7568012424593505,16
alpaca_5213,train,alpaca,-1.4784904638146243,16
alpaca_5224,train,alpaca,-0.6653009680903355,16
alpaca_5232,train,alpaca,0.19272899725612228,16
alpaca_5237,train,alpaca,0.15616462377862253,16
alpaca_5257,train,alpaca,-0.48972176220398944,16
alpaca_529,train,alpaca,2.271673658414404,16
alpaca_537,train,alpaca,-2.2958284961731295,16
alpaca_5372,train,alpaca,-0.05188671138949251,16
alpaca_5476,train,alpaca,-1.2836677903424127,16
alpaca_5506,train,alpaca,0.8481290646606923,16
alpaca_5510,train,alpaca,-0.48461769127909315,16
alpaca_5539,train,alpaca,2.1375823671146668,16
alpaca_5556,train,alpaca,-0.4633941447338669,16
alpaca_5587,train,alpaca,-1.1307444191609632,16
alpaca_5601,train,alpaca,-0.6751877612067182,16
alpaca_5610,train,alpaca,0.5963634049542124,16
alpaca_563,train,alpaca,0.4978230768577054,16
alpaca_5633,train,alpaca,-1.378844931679089,16
alpaca_566,train,alpaca,0.564193286214035,16
alpaca_5680,train,alpaca,1.999472845783254,16
alpaca_5738,train,alpaca,1.0700105560518243,16
alpaca_574,train,alpaca,-0.7814497188788633,16
alpaca_5769,train,alpaca,-0.44060015118144313,16
alpaca_5805,train,alpaca,0.37062984875271265,16
alpaca_5821,train,alpaca,-0.23048364426692294,16
alpaca_5827,train,alpaca,0.7189254204758272,16
alpaca_5835,train,alpaca,-2.2432558534146287,16
alpaca_5866,train,alpaca,-0.35305724042113334,16
alpaca_5870,train,alpaca,2.086185074114539,16
alpaca_5873,train,alpaca,0.11359693565362305,16
alpaca_5876,train,alpaca,-0.12531913270435008,16
alpaca_5886,train,alpaca,-0.8666900671885579,16
alpaca_5905,train,alpaca,0.21548037999318148,16
alpaca_5920,train,alpaca,1.3311503441225587,16
alpaca_5940,train,alpaca,0.33095976881544187,16
alpaca_600,train,alpaca,1.5058452876401707,16
alpaca_6011,train,alpaca,0.6128585844134459,16
alpaca_6028,train,alpaca,0.6094840125494734,16
alpaca_6041,train,alpaca,0.6397888715555263,16
alpaca_6052,train,alpaca,0.11606859222757118,16
alpaca_6054,train,alpaca,0.3500357910879221,16
alpaca_6152,train,alpaca,0.2846041295046533,16
alpaca_6174,train,alpaca,1.2202311487621584,14
alpaca_6180,train,alpaca,-1.7877427492502729,16
alpaca_6200,train,alpaca,-0.2031175488805396,16
alpaca_6207,train,alpaca,-0.6311882778071838,16
alpaca_6246,train,alpaca,0.7174995942290208,16
alpaca_6264,train,alpaca,2.962827500055166,16
alpaca_6309,train,alpaca,-1.23230696717009,16
alpaca_6333,train,alpaca,-1.6965878362455962,16
alpaca_6360,train,alpaca,-0.42094121710644666,16
alpaca_6387,train,alpaca,0.2518023321638067,16
alpaca_6410,train,alpaca,0.7603442749734174,16
alpaca_6507,train,alpaca,-0.6391210758701705,16
alpaca_6573,train,alpaca,-2.010222853160609,16
alpaca_6582,train,alpaca,-1.9864145948608611,16
alpaca_6628,train,alpaca,0.19028359107220894,16
alpaca_6728,train,alpaca,1.0870266498167613,16
alpaca_6730,train,alpaca,-1.1032549581707256,16
alpaca_6752,train,alpaca,-0.09173681123001447,16
alpaca_6762,train,alpaca,1.567576511568692,16
alpaca_6765,train,alpaca,0.7086532112686306,16
alpaca_6766,train,alpaca,-0.3736294419660136,16
alpaca_6770,train,alpaca,1.6168506943261935,16
alpaca_6795,train,alpaca,0.17423937058327998,16
alpaca_6798,train,alpaca,0.9054542050161354,16
alpaca_6805,train,alpaca,-0.3222386753588123,16
alpaca_681,train,alpaca,0.19508128287391907,16
alpaca_6816,train,alpaca,-1.3635134521693453,14
alpaca_6834,train,alpaca,0.33654026388141606,16
alpaca_6839,train,alpaca,0.9571024062702379,16
alpaca_6851,train,alpaca,-0.3356710208850734,16
alpaca_6871,train,alpaca,-0.11746524527453205,16
alpaca_6876,train,alpaca,-0.6671345712108943,16
alpaca_6968,train,alpaca,-1.3873141589361615,16
alpaca_6975,train,alpaca,0.3309331564486366,16
alpaca_6991,train,alpaca,1.4611505621901741,16
alpaca_7037,train,alpaca,-0.3570667944592133,16
alpaca_7045,train,alpaca,-0.42517704513908516,16
alpaca_7050,train,alpaca,-0.8069204588909089,16
alpaca_7053,train,alpaca,-0.3815010186172402,16
alpaca_7110,train,alpaca,1.4156991516399153,16
alpaca_7136,train,alpaca,-1.015613546088385,16
alpaca_7145,train,alpaca,0.5343534391158029,16
alpaca_7244,train,alpaca,-1.9710454972222877,16
alpaca_7260,train,alpaca,-2.6080795769406695,16
alpaca_7274,train,alpaca,-0.4724286106218688,16
alpaca_7314,train,alpaca,-1.216409373912776,16
alpaca_7427,train,alpaca,-0.9630837592588807,16
alpaca_7429,train,alpaca,1.0054282455736998,16
alpaca_7446,train,alpaca,-1.1730287845535938,16
alpaca_7447,train,alpaca,-2.084946330973806,16
alpaca_7507,train,alpaca,1.2063942042319762,16
alpaca_7541,train,alpaca,0.6313662895244773,16
alpaca_7547,train,alpaca,-1.5052058497368912,16
alpaca_7624,train,alpaca,0.06466902521826014,16
alpaca_7646,train,alpaca,1.1877332211234202,16
alpaca_7662,train,alpaca,-1.972790031303982,16
alpaca_7675,train,alpaca,0.6685258234198764,16
alpaca_7689,train,alpaca,3.2696966503377856,16
alpaca_7698,train,alpaca,0.00018642574874421996,16
alpaca_7726,train,alpaca,1.005855567015274,16
alpaca_7757,train,alpaca,0.5953227208615414,16
alpaca_7769,train,alpaca,-1.8648952147724243,16
alpaca_7789,train,alpaca,1.1113130678046015,16
alpaca_7819,train,alpaca,0.46305073819215087,16
alpaca_7837,train,alpaca,-2.3860602834902718,16
alpaca_7838,train,alpaca,0.31980618168320285,16
alpaca_7854,train,alpaca,-0.1974487837831223,14
alpaca_7870,train,alpaca,-1.1436511314479183,16
alpaca_7901,train,alpaca,0.29727649597475564,16
alpaca_7920,train,alpaca,-0.11158590240939104,16
alpaca_7927,train,alpaca,-2.104449010907476,16
alpaca_8087,train,alpaca,1.843018014776168,16
alpaca_8212,train,alpaca,0.6700814975366173,16
alpaca_8222,train,alpaca,0.9949869633937822,16
alpaca_8247,train,alpaca,-0.030977737114143287,16
alpaca_8251,train,alpaca,-1.194633677053999,16
alpaca_8261,train,alpaca,0.47026797660464537,16
alpaca_8289,train,alpaca,0.33985935608067686,16
alpaca_83,train,alpaca,0.49661268053628405,16
alpaca_8326,train,alpaca,-0.9304790240674986,16
alpaca_8379,train,alpaca,-0.8278700228216243,16
alpaca_8380,train,alpaca,0.0707765868417849,16
alpaca_8417,train,alpaca,0.03135713967665678,16
alpaca_8431,train,alpaca,-1.0775533348093949,16
alpaca_8493,train,alpaca,-1.2918276410371494,16
alpaca_8514,train,alpaca,0.12847861903895053,16
alpaca_8519,train,alpaca,1.2081233183680333,16
alpaca_8537,train,alpaca,0.23598621419546745,16
alpaca_8589,train,alpaca,-0.06361794205825592,16
alpaca_8622,train,alpaca,0.5876943365930604,16
alpaca_8624,train,alpaca,-1.0212691466936914,16
alpaca_8670,train,alpaca,-1.8286097403157313,16
alpaca_8675,train,alpaca,-1.5412011834593717,16
alpaca_8786,train,alpaca,-0.6156622173490999,16
alpaca_8826,train,alpaca,0.13005448670651837,16
alpaca_8831,train,alpaca,-0.0929169295876553,16
alpaca_8851,train,alpaca,-0.05184719651369022,16
alpaca_8861,train,alpaca,0.29169034166456914,16
alpaca_8955,train,alpaca,-0.5842210252109922,16
alpaca_9049,train,alpaca,1.2808012014332675,16
alpaca_9121,train,alpaca,1.2957367469033174,16
alpaca_9242,train,alpaca,-0.8056149826866162,16
alpaca_9287,train,alpaca,-1.3375870177286169,16
alpaca_9306,train,alpaca,0.11717183396424091,16
alpaca_9330,train,alpaca,-0.6014520142960297,16
alpaca_9357,train,alpaca,1.6455515147302928,16
alpaca_937,train,alpaca,-0.897627772989825,16
alpaca_9373,train,alpaca,-1.973292191348721,16
alpaca_9476,train,alpaca,1.545483089889528,16
alpaca_9478,train,alpaca,-1.4401460370991874,16
alpaca_9487,train,alpaca,-0.7035318217396667,16
alpaca_9511,train,alpaca,-1.536868248761841,16
alpaca_9546,train,alpaca,2.7357798646322875,16
alpaca_9551,train,alpaca,0.1563104017462577,16
alpaca_9594,train,alpaca,2.3671891436818884,16
alpaca_9659,train,alpaca,-2.6119051960830406,16
alpaca_9693,train,alpaca,-0.2326126321750955,16
alpaca_9695,train,alpaca,-0.7977033674595831,16
alpaca_9719,train,alpaca,1.3366645580708485,16
alpaca_9723,train,alpaca,1.388574468712552,16
alpaca_9733,train,alpaca,-1.5300873888700457,16
alpaca_9734,train,alpaca,0.020763964492085264,16
alpaca_9756,train,alpaca,-1.961241883584036,16
alpaca_9791,train,alpaca,-0.5403100457369105,16
alpaca_9818,train,alpaca,0.22738916287178185,14
alpaca_9854,train,alpaca,-0.7248137589544705,16
alpaca_9899,train,alpaca,-0.30639511077773246,16
alpaca_9940,train,alpaca,0.05347829102924932,16
alpaca_9950,train,alpaca,2.097943887518076,16
bailbench_1005,train,bailbench,-4.602285160209141,16
bailbench_1029,train,bailbench,-4.198276687872601,16
bailbench_104,train,bailbench,-2.358717319339297,16
bailbench_1041,train,bailbench,-4.415852312484473,16
bailbench_1056,train,bailbench,-3.180085079566497,16
bailbench_1057,train,bailbench,-3.4129996895036765,13
bailbench_1072,train,bailbench,-3.2396393319722843,16
bailbench_108,train,bailbench,-2.1950487145329607,16
bailbench_1084,train,bailbench,-3.750392236760583,16
bailbench_1093,train,bailbench,-4.159858590445547,16
bailbench_1096,train,bailbench,-3.9965921327932437,16
bailbench_1101,train,bailbench,-3.384586301469122,15
bailbench_1112,train,bailbench,-4.528771986942018,15
bailbench_1113,train,bailbench,-3.771351126479789,16
bailbench_1114,train,bailbench,-2.7567149865805654,14
bailbench_1133,train,bailbench,-3.6881039651367336,13
bailbench_1134,train,bailbench,-4.95789067930906,13
bailbench_1142,train,bailbench,-3.414005925675708,16
bailbench_1149,train,bailbench,-4.135440419081675,15
bailbench_1163,train,bailbench,-4.149801983268239,15
bailbench_1167,train,bailbench,-3.561671719374782,13
bailbench_1179,train,bailbench,-2.4197048068682196,14
bailbench_1188,train,bailbench,-3.881393721616704,13
bailbench_1205,train,bailbench,-3.6745833373301866,14
